activity_id,ActivityLocation,StartTime,EndTime,ActivityDuration(hr),Labelled_SAs,Labelled_Acts
5350,Putney,19,8,13,H,0
5351,Putney,19,8,13,H,0
5352,Putney,20,8,12,H,0
5353,Putney,20,9,13,H,0
5354,Putney,19,8,13,H,0
5355,Putney,23,8,9,H,0
5356,Putney,20,8,12,H,0
5357,Putney,19,8,13,H,0
5358,Putney,21,8,11,H,0
5359,Putney,20,8,12,H,0
5360,Putney,19,9,14,H,0
5361,Putney,20,8,12,H,0
5362,Putney,19,9,14,H,0
5363,Putney,19,8,13,H,0
5364,Putney,21,8,11,H,0
5365,Putney,19,8,13,H,0
5366,Putney,21,8,11,H,0
5367,Stratford,17,6,13,H,0
5368,Stratford,21,11,14,H,0
5369,Stratford,22,6,8,H,0
5370,Stratford,17,6,13,H,0
5371,Gidea Park,17,8,15,H,0
5372,Gidea Park,18,8,14,H,0
5373,Gidea Park,21,8,11,H,0
5374,Gidea Park,19,9,14,H,0
5375,Gidea Park,17,8,15,H,0
5376,Rayners Lane,22,10,12,H,0
5377,Rayners Lane,23,9,10,H,0
5378,Rayners Lane,19,7,12,H,0
5379,Rayners Lane,22,10,12,H,0
5380,Rayners Lane,21,12,15,H,0
5381,Rayners Lane,23,10,11,H,0
5382,Rayners Lane,22,8,10,H,0
5383,Rayners Lane,22,7,9,H,0
5384,Rayners Lane,22,8,10,H,0
5385,Rayners Lane,23,9,10,H,0
5386,Arnos Grove,18,6,12,H,0
5387,Arnos Grove,17,6,13,H,0
5388,Arnos Grove,17,5,12,H,0
5390,Arnos Grove,16,5,13,H,0
5391,Arnos Grove,20,5,9,H,0
5392,Arnos Grove,15,5,14,H,0
5393,Arnos Grove,18,5,11,H,0
5394,Arnos Grove,21,5,8,H,0
5395,Arnos Grove,19,5,10,H,0
5396,Arnos Grove,16,5,13,H,0
5397,Arnos Grove,22,6,8,H,0
5398,Arnos Grove,19,5,10,H,0
5399,Arnos Grove,20,5,9,H,0
5400,Stratford,17,7,14,H,0
5401,Stratford,17,7,14,H,0
5402,Stratford,17,7,14,H,0
5403,Stratford,17,7,14,H,0
5404,Stratford,17,5,12,H,0
5405,Stratford,17,7,14,H,0
5406,Stratford,17,7,14,H,0
5407,Stratford,17,7,14,H,0
5408,Stratford,18,7,13,H,0
5409,Stratford,17,7,14,H,0
5410,Stratford,17,7,14,H,0
5411,Stratford,17,7,14,H,0
5412,Stratford,17,7,14,H,0
5413,Stratford,18,7,13,H,0
5414,Stratford,17,7,14,H,0
5416,Stratford,17,7,14,H,0
5417,Stratford,18,7,13,H,0
5418,Stratford,18,7,13,H,0
5419,Stratford,18,7,13,H,0
5420,Stratford,17,7,14,H,0
5421,Stratford,18,7,13,H,0
5422,Stratford,17,7,14,H,0
5424,Stratford,18,7,13,H,0
5425,Stratford,17,7,14,H,0
5426,Stratford,18,7,13,H,0
5427,Stratford,18,7,13,H,0
5428,Stratford,17,7,14,H,0
5429,Stratford,18,7,13,H,0
5430,Stratford,17,7,14,H,0
5431,Stratford,18,7,13,H,0
5432,Stratford,18,7,13,H,0
5433,Stratford,17,7,14,H,0
5434,Stratford,18,7,13,H,0
5435,Stratford,17,7,14,H,0
5437,Stratford,18,7,13,H,0
5438,Hendon,19,7,12,H,0
5439,Hendon,17,8,15,H,0
5440,Hendon,22,8,10,H,0
5441,Hendon,17,8,15,H,0
5442,Hendon,17,8,15,H,0
5443,Hendon,19,8,13,H,0
5444,Alexandra Palace,20,8,12,H,0
5445,Alexandra Palace,17,8,15,H,0
5446,Alexandra Palace,18,8,14,H,0
5447,Alexandra Palace,17,8,15,H,0
5448,Burnt Oak,19,8,13,H,0
5449,Burnt Oak,19,9,14,H,0
5450,Burnt Oak,19,8,13,H,0
5451,Burnt Oak,21,12,15,H,0
5478,Palmers Green,17,7,14,H,0
5479,Palmers Green,19,6,11,H,0
5480,Palmers Green,18,7,13,H,0
5481,Palmers Green,20,6,10,H,0
5482,Palmers Green,19,6,11,H,0
5483,Palmers Green,20,6,10,H,0
5484,Aldgate East,23,12,13,H,0
5490,Aldgate East,19,9,14,H,0
5518,Caledonian Road,18,7,13,H,0
5519,Caledonian Road,18,8,14,H,0
5521,Caledonian Road,18,8,14,H,0
5552,Tottenham Hale,19,7,12,H,0
5553,Tottenham Hale,19,7,12,H,0
5554,Tottenham Hale,18,7,13,H,0
5555,Tottenham Hale,18,7,13,H,0
5556,Tottenham Hale,18,7,13,H,0
5557,Tottenham Hale,19,7,12,H,0
5558,Tottenham Hale,18,7,13,H,0
5559,Tottenham Hale,18,7,13,H,0
5560,Tottenham Hale,18,7,13,H,0
5561,Tottenham Hale,19,7,12,H,0
5562,Tottenham Hale,19,7,12,H,0
5563,Tottenham Hale,18,7,13,H,0
5564,Tottenham Hale,18,7,13,H,0
5566,Tottenham Hale,18,7,13,H,0
5568,Tottenham Hale,18,7,13,H,0
5569,Tottenham Hale,19,7,12,H,0
5570,Tottenham Hale,19,7,12,H,0
5571,Tottenham Hale,18,7,13,H,0
5572,Tottenham Hale,18,7,13,H,0
5573,Tottenham Hale,19,7,12,H,0
5575,Tottenham Hale,18,7,13,H,0
5576,Tottenham Hale,18,7,13,H,0
5577,Tottenham Hale,18,7,13,H,0
5578,Tottenham Hale,19,7,12,H,0
5579,West Ham,20,6,10,H,0
5580,West Ham,19,6,11,H,0
5581,West Ham,19,6,11,H,0
5582,West Ham,19,6,11,H,0
5583,West Ham,19,6,11,H,0
5584,West Ham,19,6,11,H,0
5585,West Ham,19,6,11,H,0
5586,West Ham,18,6,12,H,0
5587,West Ham,19,6,11,H,0
5588,West Ham,18,6,12,H,0
5589,West Ham,20,6,10,H,0
5590,West Ham,19,7,12,H,0
5592,West Ham,20,6,10,H,0
5593,West Ham,20,6,10,H,0
5594,West Ham,18,6,12,H,0
5595,West Ham,20,6,10,H,0
5596,West Ham,19,7,12,H,0
5603,West Ham,19,6,11,H,0
5604,West Ham,18,6,12,H,0
5605,West Ham,18,6,12,H,0
5606,Seven Sisters,18,7,13,H,0
5608,Seven Sisters,18,7,13,H,0
5613,Seven Sisters,18,8,14,H,0
5614,Seven Sisters,18,7,13,H,0
5617,Seven Sisters,20,11,15,H,0
5618,Seven Sisters,18,8,14,H,0
5623,Seven Sisters,18,8,14,H,0
5626,Seven Sisters,20,8,12,H,0
5627,Seven Sisters,19,8,13,H,0
5629,Seven Sisters,18,8,14,H,0
5630,Seven Sisters,18,9,15,H,0
5632,Seven Sisters,19,8,13,H,0
5633,Seven Sisters,20,8,12,H,0
5634,Seven Sisters,20,7,11,H,0
5636,Parsons Green,18,8,14,H,0
5637,Parsons Green,18,8,14,H,0
5638,Parsons Green,19,8,13,H,0
5639,Parsons Green,18,7,13,H,0
5645,Wembley Park,20,11,15,H,0
5647,Wembley Park,20,7,11,H,0
5649,Wembley Park,19,9,14,H,0
5654,Wembley Park,20,7,11,H,0
5660,Chafford Hundred,18,6,12,H,0
5661,Chafford Hundred,18,6,12,H,0
5664,Chafford Hundred,18,5,11,H,0
5665,Chafford Hundred,18,6,12,H,0
5666,Chafford Hundred,20,5,9,H,0
5667,Chafford Hundred,19,5,10,H,0
5668,Chafford Hundred,18,6,12,H,0
5669,Chafford Hundred,18,6,12,H,0
5670,Chafford Hundred,20,5,9,H,0
5672,Chafford Hundred,18,6,12,H,0
5673,Chafford Hundred,18,6,12,H,0
5674,Chafford Hundred,19,6,11,H,0
5675,Chafford Hundred,18,6,12,H,0
5676,Chafford Hundred,18,6,12,H,0
5677,Chafford Hundred,18,6,12,H,0
5678,Chafford Hundred,19,5,10,H,0
5716,Wembley Park,18,8,14,H,0
5731,Wembley Park,18,8,14,H,0
5733,Wembley Park,19,8,13,H,0
5734,Wembley Park,20,8,12,H,0
5735,Wembley Park,19,8,13,H,0
5736,Wembley Park,18,8,14,H,0
5737,Wembley Park,18,8,14,H,0
5739,Wembley Park,19,8,13,H,0
5740,Wembley Park,18,8,14,H,0
5741,Wembley Park,18,9,15,H,0
5742,Wembley Park,19,9,14,H,0
5743,Wembley Park,18,9,15,H,0
5745,Wembley Park,19,8,13,H,0
5746,Wembley Park,19,8,13,H,0
5749,Walthamstow Central,20,9,13,H,0
5771,Motspur Park,19,6,11,H,0
5780,Brockley,18,8,14,H,0
5781,Brockley,20,7,11,H,0
5782,Brockley,18,8,14,H,0
5786,Brockley,17,8,15,H,0
5787,Brockley,20,7,11,H,0
5788,Brockley,22,7,9,H,0
5789,Brockley,21,8,11,H,0
5790,Brockley,17,7,14,H,0
5793,Brockley,19,8,13,H,0
5796,Brockley,19,7,12,H,0
5797,Brockley,19,8,13,H,0
5799,Brockley,18,8,14,H,0
5801,Brockley,19,9,14,H,0
5821,West Harrow,19,8,13,H,0
5822,West Harrow,19,8,13,H,0
5823,West Harrow,19,8,13,H,0
5824,West Harrow,19,8,13,H,0
5826,West Harrow,19,8,13,H,0
5827,West Harrow,19,8,13,H,0
5828,West Harrow,20,8,12,H,0
5829,West Harrow,20,8,12,H,0
5830,West Harrow,20,8,12,H,0
5831,West Harrow,20,8,12,H,0
5846,Old Street,22,13,15,H,0
5847,Old Street,17,8,15,H,0
5848,Old Street,21,10,13,H,0
5849,Old Street,23,10,11,H,0
5850,Old Street,23,12,13,H,0
5851,Old Street,22,10,12,H,0
5852,Old Street,22,11,13,H,0
5853,Acton Town,18,8,14,H,0
5854,Acton Town,19,8,13,H,0
5855,Acton Town,18,8,14,H,0
5856,Acton Town,18,9,15,H,0
5857,Acton Town,19,8,13,H,0
5858,Acton Town,18,8,14,H,0
5859,Acton Town,19,8,13,H,0
5860,Acton Town,20,9,13,H,0
5861,Acton Town,20,8,12,H,0
5864,Acton Town,19,9,14,H,0
5865,Acton Town,18,9,15,H,0
5866,Acton Town,18,8,14,H,0
5867,Acton Town,18,8,14,H,0
5868,Acton Town,18,9,15,H,0
5869,Acton Town,18,8,14,H,0
5870,Acton Town,19,8,13,H,0
5871,Acton Town,18,9,15,H,0
5872,Acton Town,19,8,13,H,0
5873,Acton Town,19,8,13,H,0
5874,Acton Town,20,8,12,H,0
5875,Acton Town,19,8,13,H,0
5876,Acton Town,19,9,14,H,0
5877,Acton Town,20,11,15,H,0
5878,Acton Town,20,8,12,H,0
5879,Acton Town,19,8,13,H,0
5880,Acton Town,19,8,13,H,0
5882,Acton Town,18,8,14,H,0
5883,Acton Town,18,7,13,H,0
5884,Acton Town,18,7,13,H,0
5887,Acton Town,19,8,13,H,0
5888,Acton Town,19,8,13,H,0
5889,Acton Town,20,7,11,H,0
5890,Acton Town,18,7,13,H,0
5891,Acton Town,18,7,13,H,0
5892,Acton Town,19,7,12,H,0
5893,Acton Town,18,7,13,H,0
5894,Acton Town,18,7,13,H,0
5895,Acton Town,18,7,13,H,0
5896,Acton Town,18,7,13,H,0
5897,Acton Town,18,7,13,H,0
5898,Acton Town,18,7,13,H,0
5899,Acton Town,18,7,13,H,0
5901,Acton Town,19,8,13,H,0
5914,Acton Town,19,7,12,H,0
5915,Acton Town,18,8,14,H,0
5916,Acton Town,19,8,13,H,0
5917,Acton Town,18,7,13,H,0
5919,Kingston,18,7,13,H,0
5920,Kingston,19,7,12,H,0
5923,Kingston,18,8,14,H,0
5924,Kingston,18,7,13,H,0
5925,Kingston,18,7,13,H,0
5929,Hainault,20,11,15,H,0
5932,Hainault,20,11,15,H,0
5934,Hainault,18,8,14,H,0
5935,Parsons Green,19,7,12,H,0
5938,Parsons Green,22,7,9,H,0
5939,Parsons Green,20,7,11,H,0
5940,Parsons Green,21,7,10,H,0
5941,Parsons Green,19,7,12,H,0
5942,Parsons Green,23,12,13,H,0
5943,Parsons Green,19,7,12,H,0
5944,Parsons Green,23,7,8,H,0
5945,Parsons Green,22,8,10,H,0
5946,Parsons Green,23,12,13,H,0
5947,Parsons Green,21,7,10,H,0
5948,Parsons Green,19,7,12,H,0
5949,Parsons Green,23,8,9,H,0
5950,Parsons Green,19,7,12,H,0
5951,Canning Town,20,11,15,H,0
5952,Canning Town,21,7,10,H,0
5953,Canning Town,21,9,12,H,0
5954,Canning Town,20,10,14,H,0
5955,Canning Town,18,8,14,H,0
5956,Canning Town,21,9,12,H,0
5957,Canning Town,20,9,13,H,0
5958,Canning Town,19,6,11,H,0
5959,Canning Town,21,11,14,H,0
5960,Canning Town,21,11,14,H,0
5961,Canning Town,22,9,11,H,0
5962,Canning Town,19,7,12,H,0
5963,Canning Town,21,7,10,H,0
5964,Canning Town,23,6,7,H,0
5965,Canning Town,18,7,13,H,0
5966,Canning Town,21,11,14,H,0
5967,Canning Town,20,9,13,H,0
5968,Canning Town,20,11,15,H,0
5969,Canning Town,21,11,14,H,0
5970,Canning Town,21,7,10,H,0
5971,New Cross,18,7,13,H,0
5972,New Cross,17,7,14,H,0
5973,New Cross,17,7,14,H,0
5974,New Cross,18,9,15,H,0
5975,Kingsbury,23,6,7,H,0
5976,Kingsbury,22,6,8,H,0
5977,Kingsbury,23,6,7,H,0
5978,Kingsbury,23,6,7,H,0
5979,Kingsbury,23,6,7,H,0
5980,Kingsbury,21,6,9,H,0
5981,Kingsbury,23,12,13,H,0
5983,Kingsbury,23,10,11,H,0
5984,Kingsbury,19,8,13,H,0
5985,Kingsbury,20,6,10,H,0
5986,Kingsbury,23,13,14,H,0
5987,Kingsbury,23,7,8,H,0
5988,Kingsbury,20,8,12,H,0
5990,Kingsbury,19,6,11,H,0
5991,Kingsbury,23,7,8,H,0
5992,Kingsbury,20,8,12,H,0
5993,Kingsbury,20,7,11,H,0
5994,Kingsbury,19,8,13,H,0
5995,Kingsbury,20,10,14,H,0
5998,Kingsbury,21,7,10,H,0
5999,Kingsbury,19,6,11,H,0
6000,Kingsbury,21,8,11,H,0
6001,Kingsbury,23,8,9,H,0
6002,Walthamstow Central,17,8,15,H,0
6005,Queensway,20,5,9,H,0
6006,Queensway,16,5,13,H,0
6007,Queensway,15,6,15,H,0
6008,Queensway,17,5,12,H,0
6009,Queensway,17,6,13,H,0
6010,Queensway,17,7,14,H,0
6011,Queensway,17,5,12,H,0
6012,Queensway,20,6,10,H,0
6013,Queensway,17,6,13,H,0
6014,Queensway,20,6,10,H,0
6015,Queensway,14,5,15,H,0
6018,East Putney,18,8,14,H,0
6019,East Putney,19,8,13,H,0
6020,East Putney,18,8,14,H,0
6021,East Putney,18,8,14,H,0
6022,East Putney,18,8,14,H,0
6023,East Putney,18,8,14,H,0
6024,East Putney,23,8,9,H,0
6025,East Putney,23,8,9,H,0
6026,East Putney,18,8,14,H,0
6027,East Putney,17,8,15,H,0
6028,East Putney,18,8,14,H,0
6029,East Putney,19,8,13,H,0
6030,East Putney,18,8,14,H,0
6031,East Putney,18,8,14,H,0
6032,East Putney,18,8,14,H,0
6033,East Putney,23,8,9,H,0
6034,East Putney,23,8,9,H,0
6035,Kingsbury,21,7,10,H,0
6036,Kingsbury,23,13,14,H,0
6037,Kingsbury,20,6,10,H,0
6038,Kingsbury,20,6,10,H,0
6039,Kingsbury,20,6,10,H,0
6040,Southgate,20,11,15,H,0
6041,Southgate,23,9,10,H,0
6042,Southgate,18,9,15,H,0
6043,Southgate,19,9,14,H,0
6044,Wembley Park,21,7,10,H,0
6045,Wembley Park,21,7,10,H,0
6046,Wembley Park,21,7,10,H,0
6047,Wembley Park,20,7,11,H,0
6048,Wembley Park,18,9,15,H,0
6049,Wembley Park,17,7,14,H,0
6050,Wembley Park,21,7,10,H,0
6051,Wembley Park,21,7,10,H,0
6052,Wembley Park,20,7,11,H,0
6053,Wembley Park,23,7,8,H,0
6054,Wembley Park,18,7,13,H,0
6055,Wembley Park,21,7,10,H,0
6056,Wembley Park,21,7,10,H,0
6057,Wembley Park,21,7,10,H,0
6058,Wembley Park,20,7,11,H,0
6059,Wembley Park,20,7,11,H,0
6060,Wembley Park,21,7,10,H,0
6061,Wembley Park,20,7,11,H,0
6062,Wembley Park,20,7,11,H,0
6063,Wembley Park,22,7,9,H,0
6064,Wembley Park,21,7,10,H,0
6065,Wembley Park,23,7,8,H,0
6066,Wembley Park,20,7,11,H,0
6067,Wembley Park,19,7,12,H,0
6068,Wembley Park,20,7,11,H,0
6069,Wembley Park,18,7,13,H,0
6070,Wembley Park,20,6,10,H,0
6071,Wembley Park,19,6,11,H,0
6072,Wembley Park,20,6,10,H,0
6073,Wembley Park,16,7,15,H,0
6074,Wembley Park,18,7,13,H,0
6075,Wembley Park,20,6,10,H,0
6076,Wembley Park,20,6,10,H,0
6077,Wembley Park,19,7,12,H,0
6107,East Croydon,22,7,9,H,0
6108,East Croydon,16,7,15,H,0
6109,East Croydon,22,7,9,H,0
6110,East Croydon,19,7,12,H,0
6111,East Croydon,17,8,15,H,0
6112,East Croydon,22,7,9,H,0
6113,East Croydon,22,8,10,H,0
6114,East Croydon,23,7,8,H,0
6115,East Croydon,17,8,15,H,0
6116,East Croydon,22,7,9,H,0
6117,East Croydon,16,7,15,H,0
6118,East Croydon,23,7,8,H,0
6119,East Croydon,22,7,9,H,0
6120,East Croydon,22,7,9,H,0
6121,East Croydon,17,7,14,H,0
6122,East Croydon,17,7,14,H,0
6123,East Croydon,22,7,9,H,0
6124,East Croydon,18,8,14,H,0
6125,East Croydon,19,7,12,H,0
6126,East Croydon,22,8,10,H,0
6219,Wembley Park,20,10,14,H,0
6220,Wembley Park,19,10,15,H,0
6221,Wembley Park,19,10,15,H,0
6222,Wembley Park,19,10,15,H,0
6223,Wembley Park,20,11,15,H,0
6231,Archway,21,7,10,H,0
6232,Archway,20,6,10,H,0
6233,Archway,20,6,10,H,0
6234,Archway,21,6,9,H,0
6235,Archway,21,6,9,H,0
6236,Archway,23,7,8,H,0
6237,Archway,20,6,10,H,0
6238,Archway,21,7,10,H,0
6239,Archway,22,7,9,H,0
6240,Archway,23,7,8,H,0
6241,Archway,21,7,10,H,0
6242,Archway,20,6,10,H,0
6243,Archway,19,7,12,H,0
6244,Archway,23,7,8,H,0
6245,Archway,20,6,10,H,0
6246,Archway,20,6,10,H,0
6247,Archway,20,6,10,H,0
6248,Archway,21,7,10,H,0
6249,Archway,23,7,8,H,0
6250,Archway,21,6,9,H,0
6251,Archway,20,7,11,H,0
6252,Archway,18,7,13,H,0
6253,Archway,19,7,12,H,0
6254,Archway,22,7,9,H,0
6255,Archway,21,7,10,H,0
6256,Archway,22,7,9,H,0
6257,Archway,22,8,10,H,0
6258,Notting Hill Gate,20,9,13,H,0
6259,Notting Hill Gate,20,8,12,H,0
6260,Notting Hill Gate,21,8,11,H,0
6261,Notting Hill Gate,23,8,9,H,0
6262,Notting Hill Gate,23,8,9,H,0
6263,Westferry,18,8,14,H,0
6264,Westferry,21,8,11,H,0
6265,Westferry,18,8,14,H,0
6266,Westferry,18,8,14,H,0
6267,Westferry,17,8,15,H,0
6268,Westferry,22,8,10,H,0
6269,Westferry,19,8,13,H,0
6270,Westferry,21,10,13,H,0
6271,Westferry,17,8,15,H,0
6272,Westferry,20,8,12,H,0
6273,Westferry,17,8,15,H,0
6274,Westferry,23,10,11,H,0
6275,Westferry,22,10,12,H,0
6276,Westferry,18,8,14,H,0
6277,Westferry,17,8,15,H,0
6278,Westferry,18,8,14,H,0
6279,Westferry,17,8,15,H,0
6280,Westferry,18,8,14,H,0
6281,Westferry,18,8,14,H,0
6282,Westferry,19,8,13,H,0
6283,Westferry,19,8,13,H,0
6286,Putney Bridge,23,8,9,H,0
6287,Putney Bridge,21,8,11,H,0
6288,Putney Bridge,20,8,12,H,0
6289,Putney Bridge,17,8,15,H,0
6290,Putney Bridge,21,8,11,H,0
6291,Putney Bridge,19,8,13,H,0
6292,Putney Bridge,16,7,15,H,0
6293,Putney Bridge,21,8,11,H,0
6294,Putney Bridge,18,8,14,H,0
6295,Putney Bridge,23,7,8,H,0
6296,Angel,17,7,14,H,0
6297,Angel,19,7,12,H,0
6298,Angel,17,8,15,H,0
6299,Angel,19,7,12,H,0
6300,Angel,16,7,15,H,0
6301,Angel,17,7,14,H,0
6302,Angel,19,7,12,H,0
6303,Angel,16,7,15,H,0
6304,Angel,16,7,15,H,0
6305,Angel,20,7,11,H,0
6306,Angel,22,7,9,H,0
6307,Angel,19,7,12,H,0
6308,Angel,16,7,15,H,0
6309,Angel,20,7,11,H,0
6310,Angel,22,7,9,H,0
6311,Angel,19,7,12,H,0
6312,Angel,22,8,10,H,0
6313,Angel,16,7,15,H,0
6314,Angel,20,7,11,H,0
6328,Leyton,23,9,10,H,0
6329,Leyton,23,14,15,H,0
6330,Leyton,22,11,13,H,0
6331,Leyton,16,7,15,H,0
6332,Leyton,23,9,10,H,0
6333,Leyton,16,7,15,H,0
6334,Leyton,18,8,14,H,0
6335,Leyton,17,7,14,H,0
6336,Alperton,22,10,12,H,0
6337,Alperton,20,11,15,H,0
6338,Alperton,19,9,14,H,0
6340,Alperton,23,8,9,H,0
6341,Alperton,21,9,12,H,0
6342,Alperton,23,8,9,H,0
6367,East Putney,22,8,10,H,0
6368,East Putney,22,11,13,H,0
6369,East Putney,23,13,14,H,0
6370,East Putney,23,13,14,H,0
6371,East Putney,22,13,15,H,0
6397,Camden Town,19,9,14,H,0
6400,Prince Regent,18,6,12,H,0
6401,Prince Regent,18,6,12,H,0
6402,Prince Regent,18,6,12,H,0
6404,Prince Regent,18,6,12,H,0
6406,Prince Regent,18,6,12,H,0
6407,Prince Regent,18,6,12,H,0
6408,Prince Regent,18,6,12,H,0
6409,Prince Regent,18,6,12,H,0
6410,Prince Regent,18,6,12,H,0
6412,Prince Regent,18,6,12,H,0
6413,Prince Regent,18,6,12,H,0
6414,Prince Regent,18,7,13,H,0
6415,Prince Regent,20,5,9,H,0
6417,Prince Regent,18,5,11,H,0
6418,Prince Regent,19,5,10,H,0
6419,Prince Regent,18,5,11,H,0
6420,Prince Regent,19,5,10,H,0
6421,Prince Regent,18,5,11,H,0
6422,Prince Regent,18,5,11,H,0
6423,Prince Regent,18,5,11,H,0
6424,Prince Regent,19,5,10,H,0
6425,Prince Regent,18,5,11,H,0
6426,Prince Regent,20,5,9,H,0
6427,Prince Regent,20,5,9,H,0
6443,Manor House,18,7,13,H,0
6444,Manor House,18,7,13,H,0
6445,Manor House,19,7,12,H,0
6447,Manor House,19,7,12,H,0
6448,Manor House,20,7,11,H,0
6449,Manor House,20,7,11,H,0
6451,Manor House,19,8,13,H,0
6453,Manor House,20,7,11,H,0
6455,Manor House,18,7,13,H,0
6457,Manor House,17,7,14,H,0
6458,Manor House,20,7,11,H,0
6459,Manor House,17,7,14,H,0
6460,Manor House,16,7,15,H,0
6461,Manor House,16,7,15,H,0
6462,Manor House,18,7,13,H,0
6463,Manor House,16,7,15,H,0
6464,Manor House,20,11,15,H,0
6465,Kennington,17,8,15,H,0
6466,Kennington,23,12,13,H,0
6467,Kennington,17,7,14,H,0
6468,Kennington,23,9,10,H,0
6469,Kennington,17,8,15,H,0
6470,Kennington,23,8,9,H,0
6471,Kennington,21,9,12,H,0
6472,Kennington,23,8,9,H,0
6473,Kennington,17,8,15,H,0
6474,Plaistow,20,11,15,H,0
6475,Plaistow,20,7,11,H,0
6476,Plaistow,21,8,11,H,0
6477,Plaistow,19,10,15,H,0
6478,Plaistow,19,10,15,H,0
6479,Plaistow,19,10,15,H,0
6480,Plaistow,19,10,15,H,0
6481,Plaistow,21,11,14,H,0
6482,Plaistow,20,10,14,H,0
6483,Plaistow,20,10,14,H,0
6484,Plaistow,21,10,13,H,0
6485,Plaistow,19,10,15,H,0
6486,Plaistow,19,10,15,H,0
6487,Plaistow,19,10,15,H,0
6488,Plaistow,19,10,15,H,0
6489,Plaistow,19,10,15,H,0
6490,Plaistow,19,10,15,H,0
6491,Plaistow,22,10,12,H,0
6492,Plaistow,21,9,12,H,0
6493,Plaistow,20,10,14,H,0
6494,Plaistow,21,11,14,H,0
6495,Plaistow,21,9,12,H,0
6496,Plaistow,19,10,15,H,0
6497,Plaistow,21,10,13,H,0
6498,Plaistow,21,11,14,H,0
6499,Plaistow,20,10,14,H,0
6500,Plaistow,21,10,13,H,0
6501,Plaistow,22,10,12,H,0
6502,Plaistow,21,10,13,H,0
6503,Plaistow,21,10,13,H,0
6504,Plaistow,21,10,13,H,0
6505,Plaistow,19,10,15,H,0
6506,Plaistow,21,11,14,H,0
6507,Plaistow,20,7,11,H,0
6508,Plaistow,21,10,13,H,0
6509,Stratford,20,6,10,H,0
6510,Stratford,19,6,11,H,0
6511,Stratford,22,6,8,H,0
6512,Stratford,20,6,10,H,0
6513,Stratford,21,6,9,H,0
6514,Stratford,20,6,10,H,0
6515,Stratford,23,6,7,H,0
6516,Stratford,20,6,10,H,0
6517,Stratford,21,5,8,H,0
6518,Stratford,19,6,11,H,0
6519,Stratford,20,6,10,H,0
6520,Stratford,21,6,9,H,0
6521,Stratford,20,6,10,H,0
6522,Stratford,21,6,9,H,0
6523,Stratford,20,6,10,H,0
6524,Stratford,20,6,10,H,0
6525,Stratford,19,6,11,H,0
6526,Stratford,21,6,9,H,0
6527,Stratford,21,6,9,H,0
6528,Stratford,19,6,11,H,0
6529,Stratford,19,6,11,H,0
6530,Stratford,20,11,15,H,0
6531,Stratford,22,6,8,H,0
6532,Stratford,22,8,10,H,0
6533,Stratford,20,6,10,H,0
6534,Stratford,19,8,13,H,0
6535,Stratford,18,7,13,H,0
6536,Stratford,23,6,7,H,0
6537,Stratford,22,6,8,H,0
6538,Stratford,19,7,12,H,0
6539,Stratford,19,6,11,H,0
6540,Catford Bridge,18,8,14,H,0
6541,Catford Bridge,17,8,15,H,0
6542,Catford Bridge,19,8,13,H,0
6543,Catford Bridge,17,8,15,H,0
6544,Catford Bridge,17,8,15,H,0
6545,Catford Bridge,18,8,14,H,0
6546,Catford Bridge,23,8,9,H,0
6547,Catford Bridge,17,8,15,H,0
6549,Catford Bridge,23,8,9,H,0
6550,Catford Bridge,18,8,14,H,0
6551,Catford Bridge,22,8,10,H,0
6552,Catford Bridge,17,8,15,H,0
6554,Catford Bridge,17,8,15,H,0
6555,Catford Bridge,17,8,15,H,0
6556,Catford Bridge,17,8,15,H,0
6558,South Wimbledon,17,7,14,H,0
6559,South Wimbledon,16,7,15,H,0
6560,South Wimbledon,23,7,8,H,0
6561,South Wimbledon,18,7,13,H,0
6562,South Wimbledon,16,7,15,H,0
6563,South Wimbledon,17,7,14,H,0
6564,South Wimbledon,16,7,15,H,0
6565,South Wimbledon,23,7,8,H,0
6566,South Wimbledon,23,7,8,H,0
6567,South Wimbledon,16,7,15,H,0
6568,South Wimbledon,17,7,14,H,0
6569,South Wimbledon,23,7,8,H,0
6570,South Wimbledon,16,7,15,H,0
6571,South Wimbledon,16,7,15,H,0
6572,South Wimbledon,16,7,15,H,0
6573,South Wimbledon,23,7,8,H,0
6574,South Wimbledon,17,7,14,H,0
6575,South Wimbledon,17,7,14,H,0
6576,South Wimbledon,21,7,10,H,0
6577,South Wimbledon,22,7,9,H,0
6578,South Wimbledon,17,7,14,H,0
6579,South Wimbledon,17,7,14,H,0
6580,South Wimbledon,22,7,9,H,0
6581,South Wimbledon,16,7,15,H,0
6582,South Wimbledon,17,7,14,H,0
6583,South Wimbledon,16,7,15,H,0
6584,South Wimbledon,23,7,8,H,0
6585,South Wimbledon,19,7,12,H,0
6586,South Wimbledon,19,7,12,H,0
6587,South Wimbledon,17,7,14,H,0
6588,South Wimbledon,23,7,8,H,0
6589,Walthamstow Central,21,6,9,H,0
6590,Walthamstow Central,22,6,8,H,0
6591,Walthamstow Central,21,12,15,H,0
6592,Walthamstow Central,23,12,13,H,0
6593,Walthamstow Central,23,12,13,H,0
6594,Walthamstow Central,21,12,15,H,0
6595,Walthamstow Central,23,6,7,H,0
6596,Walthamstow Central,18,7,13,H,0
6597,Walthamstow Central,22,7,9,H,0
6598,Cyprus,19,7,12,H,0
